"date","time","visitor","visitor_pts","home","home_pts","season","date2","home_location","visitor_location"
"Thu, Apr 7, 2016","10:30 pm","San Antonio Spurs","101","Golden State Warriors","112",2016,2016-04-07,"San Francisco","San Antonio"
"Thu, Mar 24, 2016","10:30 pm","Portland Trail Blazers","94","Los Angeles Clippers","96",2016,2016-03-24,"Los Angeles","Portland Trail"
"Sun, Jan 3, 2016","9:30 pm","Phoenix Suns","77","Los Angeles Lakers","97",2016,2016-01-03,"Los Angeles","Phoenix"
"Fri, Nov 27, 2015","9:30 pm","Golden State Warriors","135","Phoenix Suns","116",2016,2015-11-27,"Phoenix","Golden State"
"Sat, Mar 5, 2016","8:30 pm","Sacramento Kings","94","San Antonio Spurs","104",2016,2016-03-05,"San Antonio","Sacramento"
"Wed, Apr 6, 2016","7:00 pm","Brooklyn Nets","103","Washington Wizards","121",2016,2016-04-06,"Washington D.C.","Brooklyn"
"Thu, Feb 11, 2016","8:00 pm","New Orleans Pelicans","95","Oklahoma City Thunder","121",2016,2016-02-11,"Oklahoma City","New Orleans"
"Tue, Dec 15, 2015","10:00 pm","Houston Rockets","97","Sacramento Kings","107",2016,2015-12-15,"Sacramento","Houston"
"Thu, Feb 25, 2016","7:30 pm","Milwaukee Bucks","107","Boston Celtics","112",2016,2016-02-25,"Boston","Milwaukee"
"Mon, Nov 2, 2015","7:30 pm","Milwaukee Bucks","103","Brooklyn Nets","96",2016,2015-11-02,"Brooklyn","Milwaukee"
"Mon, Jan 4, 2016","9:00 pm","Houston Rockets","93","Utah Jazz","91",2016,2016-01-04,"Salt Lake City","Houston"
"Mon, Apr 11, 2016","7:00 pm","Milwaukee Bucks","98","Orlando Magic","107",2016,2016-04-11,"Orlando","Milwaukee"
"Wed, Feb 10, 2016","7:00 pm","Sacramento Kings","114","Philadelphia 76ers","110",2016,2016-02-10,"Philadelphia","Sacramento"
"Fri, Apr 1, 2016","8:00 pm","Orlando Magic","110","Milwaukee Bucks","113",2016,2016-04-01,"Milwaukee","Orlando"
"Mon, Mar 28, 2016","9:00 pm","Los Angeles Lakers","75","Utah Jazz","123",2016,2016-03-28,"Salt Lake City","Los Angeles"
"Thu, Feb 4, 2016","9:30 pm","Los Angeles Lakers","99","New Orleans Pelicans","96",2016,2016-02-04,"New Orleans","Los Angeles"
"Sat, Feb 6, 2016","8:30 pm","Los Angeles Lakers","102","San Antonio Spurs","106",2016,2016-02-06,"San Antonio","Los Angeles"
"Mon, Apr 11, 2016","8:00 pm","Chicago Bulls","121","New Orleans Pelicans","116",2016,2016-04-11,"New Orleans","Chicago"
"Fri, Feb 19, 2016","8:00 pm","Minnesota Timberwolves","104","Memphis Grizzlies","109",2016,2016-02-19,"Memphis","Minnesota"
"Tue, Dec 1, 2015","7:00 pm","Washington Wizards","97","Cleveland Cavaliers","85",2016,2015-12-01,"Cleveland","Washington"
"Sun, Nov 1, 2015","7:00 pm","Orlando Magic","87","Chicago Bulls","92",2016,2015-11-01,"Chicago","Orlando"
"Wed, Apr 13, 2016","8:00 pm","San Antonio Spurs","96","Dallas Mavericks","91",2016,2016-04-13,"Dallas","San Antonio"
"Sun, Feb 21, 2016","9:00 pm","Utah Jazz","111","Portland Trail Blazers","115",2016,2016-02-21,"Portland","Utah"
"Wed, Jan 20, 2016","8:00 pm","Charlotte Hornets","95","Oklahoma City Thunder","109",2016,2016-01-20,"Oklahoma City","Charlotte"
"Wed, Nov 18, 2015","8:00 pm","Sacramento Kings","97","Atlanta Hawks","103",2016,2015-11-18,"Atlanta","Sacramento"
"Wed, Jan 27, 2016","7:30 pm","Denver Nuggets","103","Boston Celtics","111",2016,2016-01-27,"Boston","Denver"
"Fri, Mar 11, 2016","10:30 pm","Portland Trail Blazers","112","Golden State Warriors","128",2016,2016-03-11,"San Francisco","Portland Trail"
"Fri, Jan 8, 2016","7:30 pm","Orlando Magic","83","Brooklyn Nets","77",2016,2016-01-08,"Brooklyn","Orlando"
"Wed, Jan 27, 2016","10:30 pm","Dallas Mavericks","107","Golden State Warriors","127",2016,2016-01-27,"San Francisco","Dallas"
"Thu, Dec 31, 2015","7:00 pm","Golden State Warriors","114","Houston Rockets","110",2016,2015-12-31,"Houston","Golden State"
"Sat, Nov 21, 2015","8:00 pm","New York Knicks","107","Houston Rockets","102",2016,2015-11-21,"Houston","New York"
"Tue, Nov 17, 2015","8:00 pm","Denver Nuggets","115","New Orleans Pelicans","98",2016,2015-11-17,"New Orleans","Denver"
"Tue, Feb 23, 2016","7:00 pm","New Orleans Pelicans","89","Washington Wizards","109",2016,2016-02-23,"Washington D.C.","New Orleans"
"Tue, Feb 23, 2016","10:00 pm","Brooklyn Nets","104","Portland Trail Blazers","112",2016,2016-02-23,"Portland","Brooklyn"
"Sat, Dec 12, 2015","10:00 pm","New York Knicks","112","Portland Trail Blazers","110",2016,2015-12-12,"Portland","New York"
"Wed, Dec 9, 2015","9:00 pm","New York Knicks","85","Utah Jazz","106",2016,2015-12-09,"Salt Lake City","New York"
"Wed, Nov 25, 2015","10:30 pm","Utah Jazz","102","Los Angeles Clippers","91",2016,2015-11-25,"Los Angeles","Utah"
"Fri, Oct 30, 2015","7:30 pm","Chicago Bulls","94","Detroit Pistons","98",2016,2015-10-30,"Detroit","Chicago"
"Fri, Mar 18, 2016","7:00 pm","Oklahoma City Thunder","111","Philadelphia 76ers","97",2016,2016-03-18,"Philadelphia","Oklahoma City"
"Sun, Mar 6, 2016","6:00 pm","Philadelphia 76ers","98","Miami Heat","103",2016,2016-03-06,"Miami","Philadelphia"
"Fri, Jan 22, 2016","10:30 pm","San Antonio Spurs","108","Los Angeles Lakers","95",2016,2016-01-22,"Los Angeles","San Antonio"
"Thu, Mar 10, 2016","9:00 pm","Phoenix Suns","98","Denver Nuggets","116",2016,2016-03-10,"Denver","Phoenix"
"Sat, Nov 14, 2015","3:30 pm","Detroit Pistons","96","Los Angeles Clippers","101",2016,2015-11-14,"Los Angeles","Detroit"
"Fri, Mar 4, 2016","9:00 pm","Brooklyn Nets","121","Denver Nuggets","120",2016,2016-03-04,"Denver","Brooklyn"
"Fri, Jan 15, 2016","8:00 pm","Atlanta Hawks","101","Milwaukee Bucks","108",2016,2016-01-15,"Milwaukee","Atlanta"
"Sat, Mar 12, 2016","10:30 pm","Orlando Magic","84","Portland Trail Blazers","121",2016,2016-03-12,"Portland","Orlando"
"Tue, Mar 8, 2016","9:00 pm","New York Knicks","94","Denver Nuggets","110",2016,2016-03-08,"Denver","New York"
"Tue, Mar 29, 2016","7:00 pm","Charlotte Hornets","100","Philadelphia 76ers","85",2016,2016-03-29,"Philadelphia","Charlotte"
"Wed, Oct 28, 2015","10:00 pm","Dallas Mavericks","111","Phoenix Suns","95",2016,2015-10-28,"Phoenix","Dallas"
"Sun, Apr 10, 2016","3:30 pm","Dallas Mavericks","91","Los Angeles Clippers","98",2016,2016-04-10,"Los Angeles","Dallas"
"Tue, Apr 5, 2016","9:00 pm","San Antonio Spurs","88","Utah Jazz","86",2016,2016-04-05,"Salt Lake City","San Antonio"
"Wed, Nov 11, 2015","10:30 pm","San Antonio Spurs","113","Portland Trail Blazers","101",2016,2015-11-11,"Portland","San Antonio"
"Fri, Dec 18, 2015","8:00 pm","Toronto Raptors","108","Miami Heat","94",2016,2015-12-18,"Miami","Toronto"
"Sun, Mar 6, 2016","4:00 pm","Phoenix Suns","109","Memphis Grizzlies","100",2016,2016-03-06,"Memphis","Phoenix"
"Mon, Nov 23, 2015","8:30 pm","Phoenix Suns","84","San Antonio Spurs","98",2016,2015-11-23,"San Antonio","Phoenix"
"Sat, Dec 5, 2015","10:30 pm","Orlando Magic","101","Los Angeles Clippers","103",2016,2015-12-05,"Los Angeles","Orlando"
"Wed, Feb 10, 2016","9:00 pm","Golden State Warriors","112","Phoenix Suns","104",2016,2016-02-10,"Phoenix","Golden State"
"Sun, Jan 3, 2016","9:00 pm","Portland Trail Blazers","112","Denver Nuggets","106",2016,2016-01-03,"Denver","Portland Trail"
"Fri, Dec 25, 2015","5:00 pm","Cleveland Cavaliers","83","Golden State Warriors","89",2016,2015-12-25,"San Francisco","Cleveland"
"Sun, Apr 10, 2016","6:00 pm","Brooklyn Nets","105","Indiana Pacers","129",2016,2016-04-10,"Indianapolis","Brooklyn"
"Tue, Apr 5, 2016","10:30 pm","Los Angeles Lakers","81","Los Angeles Clippers","103",2016,2016-04-05,"Los Angeles","Los Angeles"
"Wed, Dec 9, 2015","9:00 pm","Orlando Magic","104","Phoenix Suns","107",2016,2015-12-09,"Phoenix","Orlando"
"Fri, Dec 18, 2015","8:00 pm","Sacramento Kings","95","Minnesota Timberwolves","99",2016,2015-12-18,"Minneapolis","Sacramento"
"Mon, Nov 9, 2015","10:30 pm","Detroit Pistons","95","Golden State Warriors","109",2016,2015-11-09,"San Francisco","Detroit"
"Wed, Feb 10, 2016","7:00 pm","Charlotte Hornets","117","Indiana Pacers","95",2016,2016-02-10,"Indianapolis","Charlotte"
"Wed, Nov 4, 2015","9:00 pm","Portland Trail Blazers","108","Utah Jazz","92",2016,2015-11-04,"Salt Lake City","Portland Trail"
"Wed, Jan 13, 2016","10:00 pm","New Orleans Pelicans","109","Sacramento Kings","97",2016,2016-01-13,"Sacramento","New Orleans"
"Sun, Nov 29, 2015","6:00 pm","Philadelphia 76ers","84","Memphis Grizzlies","92",2016,2015-11-29,"Memphis","Philadelphia"
"Thu, Dec 3, 2015","9:00 pm","Orlando Magic","103","Utah Jazz","94",2016,2015-12-03,"Salt Lake City","Orlando"
"Fri, Mar 11, 2016","10:00 pm","Orlando Magic","107","Sacramento Kings","100",2016,2016-03-11,"Sacramento","Orlando"
"Fri, Nov 13, 2015","7:30 pm","New Orleans Pelicans","81","Toronto Raptors","100",2016,2015-11-13,"Toronto","New Orleans"
"Wed, Nov 11, 2015","10:00 pm","Detroit Pistons","92","Sacramento Kings","101",2016,2015-11-11,"Sacramento","Detroit"
"Wed, Dec 30, 2015","10:00 pm","Philadelphia 76ers","110","Sacramento Kings","105",2016,2015-12-30,"Sacramento","Philadelphia"
"Mon, Mar 14, 2016","10:30 pm","Cleveland Cavaliers","85","Utah Jazz","94",2016,2016-03-14,"Salt Lake City","Cleveland"
"Fri, Mar 4, 2016","8:00 pm","Utah Jazz","88","Memphis Grizzlies","94",2016,2016-03-04,"Memphis","Utah"
"Sat, Mar 19, 2016","8:00 pm","Utah Jazz","85","Chicago Bulls","92",2016,2016-03-19,"Chicago","Utah"
"Sat, Dec 5, 2015","8:30 pm","New York Knicks","91","Milwaukee Bucks","106",2016,2015-12-05,"Milwaukee","New York"
"Fri, Dec 25, 2015","12:00 pm","New Orleans Pelicans","88","Miami Heat","94",2016,2015-12-25,"Miami","New Orleans"
"Wed, Mar 16, 2016","7:00 pm","Chicago Bulls","96","Washington Wizards","117",2016,2016-03-16,"Washington D.C.","Chicago"
"Wed, Feb 10, 2016","7:30 pm","Memphis Grizzlies","109","Brooklyn Nets","90",2016,2016-02-10,"Brooklyn","Memphis"
"Mon, Mar 7, 2016","7:00 pm","Memphis Grizzlies","106","Cleveland Cavaliers","103",2016,2016-03-07,"Cleveland","Memphis"
"Mon, Mar 21, 2016","7:30 pm","Milwaukee Bucks","91","Detroit Pistons","92",2016,2016-03-21,"Detroit","Milwaukee"
"Sun, Jan 24, 2016","7:30 pm","Oklahoma City Thunder","106","Brooklyn Nets","116",2016,2016-01-24,"Brooklyn","Oklahoma City"
"Tue, Jan 26, 2016","10:30 pm","Dallas Mavericks","92","Los Angeles Lakers","90",2016,2016-01-26,"Los Angeles","Dallas"
"Tue, Jan 26, 2016","7:30 pm","Oklahoma City Thunder","128","New York Knicks","122",2016,2016-01-26,"New York","Oklahoma City"
"Fri, Oct 30, 2015","7:00 pm","Oklahoma City Thunder","139","Orlando Magic","136",2016,2015-10-30,"Orlando","Oklahoma City"
"Fri, Jan 22, 2016","7:30 pm","Utah Jazz","108","Brooklyn Nets","86",2016,2016-01-22,"Brooklyn","Utah"
"Wed, Apr 13, 2016","8:00 pm","Indiana Pacers","97","Milwaukee Bucks","92",2016,2016-04-13,"Milwaukee","Indiana"
"Wed, Nov 4, 2015","8:00 pm","Orlando Magic","114","Houston Rockets","119",2016,2015-11-04,"Houston","Orlando"
"Sun, Mar 20, 2016","7:30 pm","Sacramento Kings","88","New York Knicks","80",2016,2016-03-20,"New York","Sacramento"
"Fri, Feb 26, 2016","7:00 pm","Charlotte Hornets","96","Indiana Pacers","95",2016,2016-02-26,"Indianapolis","Charlotte"
"Sat, Nov 28, 2015","8:30 pm","Atlanta Hawks","88","San Antonio Spurs","108",2016,2015-11-28,"San Antonio","Atlanta"
"Thu, Feb 11, 2016","8:00 pm","Washington Wizards","92","Milwaukee Bucks","99",2016,2016-02-11,"Milwaukee","Washington"
"Sun, Nov 15, 2015","12:00 pm","New Orleans Pelicans","87","New York Knicks","95",2016,2015-11-15,"New York","New Orleans"
"Sat, Nov 7, 2015","6:00 pm","Minnesota Timberwolves","102","Chicago Bulls","93",2016,2015-11-07,"Chicago","Minnesota"
"Tue, Mar 1, 2016","8:30 pm","Orlando Magic","108","Dallas Mavericks","121",2016,2016-03-01,"Dallas","Orlando"
"Mon, Jan 4, 2016","7:30 pm","Indiana Pacers","100","Miami Heat","103",2016,2016-01-04,"Miami","Indiana"
"Wed, Mar 2, 2016","7:30 pm","Utah Jazz","94","Toronto Raptors","104",2016,2016-03-02,"Toronto","Utah"
"Sat, Mar 5, 2016","8:00 pm","Brooklyn Nets","118","Minnesota Timberwolves","132",2016,2016-03-05,"Minneapolis","Brooklyn"
"Wed, Dec 30, 2015","8:00 pm","Utah Jazz","80","Minnesota Timberwolves","94",2016,2015-12-30,"Minneapolis","Utah"
"Wed, Dec 9, 2015","9:30 pm","Atlanta Hawks","98","Dallas Mavericks","95",2016,2015-12-09,"Dallas","Atlanta"
"Fri, Jan 29, 2016","10:30 pm","Los Angeles Lakers","93","Los Angeles Clippers","105",2016,2016-01-29,"Los Angeles","Los Angeles"
"Wed, Apr 13, 2016","10:30 pm","Utah Jazz","96","Los Angeles Lakers","101",2016,2016-04-13,"Los Angeles","Utah"
"Thu, Feb 4, 2016","7:00 pm","New York Knicks","105","Detroit Pistons","111",2016,2016-02-04,"Detroit","New York"
"Sat, Dec 5, 2015","8:00 pm","Portland Trail Blazers","109","Minnesota Timberwolves","103",2016,2015-12-05,"Minneapolis","Portland Trail"
"Fri, Mar 11, 2016","9:00 pm","Washington Wizards","93","Utah Jazz","114",2016,2016-03-11,"Salt Lake City","Washington"
"Sun, Dec 20, 2015","8:00 pm","New Orleans Pelicans","130","Denver Nuggets","125",2016,2015-12-20,"Denver","New Orleans"
"Sat, Jan 2, 2016","10:30 pm","Philadelphia 76ers","99","Los Angeles Clippers","130",2016,2016-01-02,"Los Angeles","Philadelphia"
"Wed, Jan 20, 2016","8:30 pm","Minnesota Timberwolves","94","Dallas Mavericks","106",2016,2016-01-20,"Dallas","Minnesota"
"Wed, Oct 28, 2015","8:00 pm","Cleveland Cavaliers","106","Memphis Grizzlies","76",2016,2015-10-28,"Memphis","Cleveland"
"Sat, Jan 2, 2016","3:00 pm","Brooklyn Nets","100","Boston Celtics","97",2016,2016-01-02,"Boston","Brooklyn"
"Mon, Dec 7, 2015","8:00 pm","Portland Trail Blazers","88","Milwaukee Bucks","90",2016,2015-12-07,"Milwaukee","Portland Trail"
"Wed, Jan 20, 2016","8:00 pm","Golden State Warriors","125","Chicago Bulls","94",2016,2016-01-20,"Chicago","Golden State"
"Sun, Jan 31, 2016","7:30 pm","Golden State Warriors","116","New York Knicks","95",2016,2016-01-31,"New York","Golden State"
"Sun, Mar 6, 2016","6:00 pm","Portland Trail Blazers","103","Detroit Pistons","123",2016,2016-03-06,"Detroit","Portland Trail"
"Fri, Jan 22, 2016","7:30 pm","Los Angeles Clippers","116","New York Knicks","88",2016,2016-01-22,"New York","Los Angeles"
"Wed, Dec 30, 2015","7:30 pm","Los Angeles Lakers","112","Boston Celtics","104",2016,2015-12-30,"Boston","Los Angeles"
"Tue, Nov 17, 2015","7:00 pm","Milwaukee Bucks","86","Washington Wizards","115",2016,2015-11-17,"Washington D.C.","Milwaukee"
"Fri, Dec 4, 2015","9:30 pm","Cleveland Cavaliers","108","New Orleans Pelicans","114",2016,2015-12-04,"New Orleans","Cleveland"
"Sat, Dec 5, 2015","9:00 pm","Indiana Pacers","119","Utah Jazz","122",2016,2015-12-05,"Salt Lake City","Indiana"
"Fri, Feb 19, 2016","8:00 pm","Indiana Pacers","101","Oklahoma City Thunder","98",2016,2016-02-19,"Oklahoma City","Indiana"
"Fri, Dec 11, 2015","9:00 pm","Minnesota Timberwolves","108","Denver Nuggets","111",2016,2015-12-11,"Denver","Minnesota"
"Wed, Dec 9, 2015","8:00 pm","Los Angeles Clippers","109","Milwaukee Bucks","95",2016,2015-12-09,"Milwaukee","Los Angeles"
"Wed, Feb 3, 2016","7:00 pm","Cleveland Cavaliers","97","Charlotte Hornets","106",2016,2016-02-03,"Charlotte","Cleveland"
"Mon, Mar 28, 2016","8:00 pm","San Antonio Spurs","101","Memphis Grizzlies","87",2016,2016-03-28,"Memphis","San Antonio"
"Wed, Feb 3, 2016","10:30 pm","Minnesota Timberwolves","108","Los Angeles Clippers","102",2016,2016-02-03,"Los Angeles","Minnesota"
"Mon, Dec 21, 2015","9:00 pm","Phoenix Suns","89","Utah Jazz","110",2016,2015-12-21,"Salt Lake City","Phoenix"
"Thu, Feb 18, 2016","7:00 pm","Utah Jazz","89","Washington Wizards","103",2016,2016-02-18,"Washington D.C.","Utah"
"Sun, Feb 7, 2016","1:00 pm","Sacramento Kings","119","Boston Celtics","128",2016,2016-02-07,"Boston","Sacramento"
"Sat, Nov 28, 2015","7:00 pm","Toronto Raptors","84","Washington Wizards","82",2016,2015-11-28,"Washington D.C.","Toronto"
"Mon, Dec 21, 2015","10:30 pm","Oklahoma City Thunder","100","Los Angeles Clippers","99",2016,2015-12-21,"Los Angeles","Oklahoma City"
"Sun, Nov 22, 2015","6:00 pm","Phoenix Suns","116","New Orleans Pelicans","122",2016,2015-11-22,"New Orleans","Phoenix"
"Sat, Nov 14, 2015","8:30 pm","Cleveland Cavaliers","105","Milwaukee Bucks","108",2016,2015-11-14,"Milwaukee","Cleveland"
"Sat, Apr 9, 2016","8:00 pm","Golden State Warriors","100","Memphis Grizzlies","99",2016,2016-04-09,"Memphis","Golden State"
"Sun, Nov 1, 2015","6:00 pm","Houston Rockets","89","Miami Heat","109",2016,2015-11-01,"Miami","Houston"
"Sat, Nov 7, 2015","8:30 pm","Charlotte Hornets","94","San Antonio Spurs","114",2016,2015-11-07,"San Antonio","Charlotte"
"Tue, Mar 1, 2016","7:00 pm","Phoenix Suns","92","Charlotte Hornets","126",2016,2016-03-01,"Charlotte","Phoenix"
"Fri, Mar 18, 2016","7:30 pm","Sacramento Kings","108","Detroit Pistons","115",2016,2016-03-18,"Detroit","Sacramento"
"Wed, Dec 30, 2015","8:30 pm","Golden State Warriors","91","Dallas Mavericks","114",2016,2015-12-30,"Dallas","Golden State"
"Mon, Mar 14, 2016","7:00 pm","Dallas Mavericks","107","Charlotte Hornets","96",2016,2016-03-14,"Charlotte","Dallas"
"Sat, Feb 27, 2016","8:30 pm","Golden State Warriors","121","Oklahoma City Thunder","118",2016,2016-02-27,"Oklahoma City","Golden State"
"Mon, Feb 22, 2016","8:00 pm","Boston Celtics","122","Minnesota Timberwolves","124",2016,2016-02-22,"Minneapolis","Boston"
"Wed, Mar 16, 2016","8:00 pm","Minnesota Timberwolves","114","Memphis Grizzlies","108",2016,2016-03-16,"Memphis","Minnesota"
"Wed, Oct 28, 2015","8:00 pm","San Antonio Spurs","106","Oklahoma City Thunder","112",2016,2015-10-28,"Oklahoma City","San Antonio"
"Tue, Mar 1, 2016","7:30 pm","Portland Trail Blazers","104","New York Knicks","85",2016,2016-03-01,"New York","Portland Trail"
"Sat, Oct 31, 2015","7:00 pm","Utah Jazz","97","Indiana Pacers","76",2016,2015-10-31,"Indianapolis","Utah"
"Wed, Nov 4, 2015","8:00 pm","Philadelphia 76ers","87","Milwaukee Bucks","91",2016,2015-11-04,"Milwaukee","Philadelphia"
"Wed, Dec 23, 2015","8:00 pm","Detroit Pistons","100","Atlanta Hawks","107",2016,2015-12-23,"Atlanta","Detroit"
"Mon, Jan 4, 2016","10:00 pm","Memphis Grizzlies","91","Portland Trail Blazers","78",2016,2016-01-04,"Portland","Memphis"
"Wed, Mar 30, 2016","8:30 pm","New Orleans Pelicans","92","San Antonio Spurs","100",2016,2016-03-30,"San Antonio","New Orleans"
"Fri, Jan 8, 2016","8:00 pm","Dallas Mavericks","95","Milwaukee Bucks","96",2016,2016-01-08,"Milwaukee","Dallas"
"Fri, Mar 4, 2016","7:00 pm","Phoenix Suns","102","Orlando Magic","84",2016,2016-03-04,"Orlando","Phoenix"
"Wed, Feb 10, 2016","8:00 pm","Toronto Raptors","112","Minnesota Timberwolves","117",2016,2016-02-10,"Minneapolis","Toronto"
"Thu, Mar 3, 2016","7:30 pm","Phoenix Suns","92","Miami Heat","108",2016,2016-03-03,"Miami","Phoenix"
"Tue, Dec 1, 2015","10:00 pm","Dallas Mavericks","115","Portland Trail Blazers","112",2016,2015-12-01,"Portland","Dallas"
"Sat, Feb 6, 2016","8:00 pm","Chicago Bulls","105","Minnesota Timberwolves","112",2016,2016-02-06,"Minneapolis","Chicago"
"Fri, Mar 18, 2016","8:00 pm","Portland Trail Blazers","117","New Orleans Pelicans","112",2016,2016-03-18,"New Orleans","Portland Trail"
"Wed, Dec 23, 2015","8:00 pm","Portland Trail Blazers","89","New Orleans Pelicans","115",2016,2015-12-23,"New Orleans","Portland Trail"
"Wed, Oct 28, 2015","7:30 pm","Philadelphia 76ers","95","Boston Celtics","112",2016,2015-10-28,"Boston","Philadelphia"
"Mon, Feb 1, 2016","7:30 pm","Detroit Pistons","105","Brooklyn Nets","100",2016,2016-02-01,"Brooklyn","Detroit"
"Mon, Apr 11, 2016","7:30 pm","Charlotte Hornets","114","Boston Celtics","100",2016,2016-04-11,"Boston","Charlotte"
"Fri, Mar 25, 2016","10:30 pm","Dallas Mavericks","120","Golden State Warriors","128",2016,2016-03-25,"San Francisco","Dallas"
"Mon, Feb 1, 2016","8:30 pm","Orlando Magic","92","San Antonio Spurs","107",2016,2016-02-01,"San Antonio","Orlando"
"Tue, Nov 10, 2015","8:00 pm","Boston Celtics","99","Milwaukee Bucks","83",2016,2015-11-10,"Milwaukee","Boston"
"Sun, Nov 1, 2015","9:30 pm","Dallas Mavericks","103","Los Angeles Lakers","93",2016,2015-11-01,"Los Angeles","Dallas"
"Sun, Apr 3, 2016","9:30 pm","Boston Celtics","107","Los Angeles Lakers","100",2016,2016-04-03,"Los Angeles","Boston"
"Tue, Mar 8, 2016","10:30 pm","Orlando Magic","98","Los Angeles Lakers","107",2016,2016-03-08,"Los Angeles","Orlando"
"Sat, Feb 27, 2016","8:00 pm","Portland Trail Blazers","103","Chicago Bulls","95",2016,2016-02-27,"Chicago","Portland Trail"
"Wed, Nov 4, 2015","7:00 pm","Boston Celtics","98","Indiana Pacers","100",2016,2015-11-04,"Indianapolis","Boston"
"Wed, Feb 3, 2016","8:00 pm","Golden State Warriors","134","Washington Wizards","121",2016,2016-02-03,"Washington D.C.","Golden State"
"Sat, Apr 9, 2016","8:30 pm","Cleveland Cavaliers","102","Chicago Bulls","105",2016,2016-04-09,"Chicago","Cleveland"
"Mon, Apr 11, 2016","9:00 pm","Dallas Mavericks","101","Utah Jazz","92",2016,2016-04-11,"Salt Lake City","Dallas"
"Fri, Nov 6, 2015","7:30 pm","Milwaukee Bucks","99","New York Knicks","92",2016,2015-11-06,"New York","Milwaukee"
"Mon, Nov 9, 2015","9:00 pm","Portland Trail Blazers","104","Denver Nuggets","108",2016,2015-11-09,"Denver","Portland Trail"
"Wed, Feb 10, 2016","7:00 pm","San Antonio Spurs","98","Orlando Magic","96",2016,2016-02-10,"Orlando","San Antonio"
"Fri, Dec 18, 2015","7:30 pm","Atlanta Hawks","109","Boston Celtics","101",2016,2015-12-18,"Boston","Atlanta"
"Sat, Jan 30, 2016","5:00 pm","Golden State Warriors","108","Philadelphia 76ers","105",2016,2016-01-30,"Philadelphia","Golden State"
"Wed, Dec 2, 2015","7:00 pm","Golden State Warriors","116","Charlotte Hornets","99",2016,2015-12-02,"Charlotte","Golden State"
"Sun, Mar 13, 2016","6:00 pm","Utah Jazz","108","Sacramento Kings","99",2016,2016-03-13,"Sacramento","Utah"
"Mon, Dec 14, 2015","8:30 pm","Phoenix Suns","94","Dallas Mavericks","104",2016,2015-12-14,"Dallas","Phoenix"
"Sat, Feb 27, 2016","8:00 pm","San Antonio Spurs","104","Houston Rockets","94",2016,2016-02-27,"Houston","San Antonio"
"Fri, Dec 11, 2015","7:30 pm","Golden State Warriors","124","Boston Celtics","119",2016,2015-12-11,"Boston","Golden State"
"Fri, Dec 18, 2015","7:00 pm","Portland Trail Blazers","94","Orlando Magic","102",2016,2015-12-18,"Orlando","Portland Trail"
"Mon, Dec 21, 2015","7:30 pm","Orlando Magic","107","New York Knicks","99",2016,2015-12-21,"New York","Orlando"
"Thu, Dec 31, 2015","8:00 pm","Phoenix Suns","106","Oklahoma City Thunder","110",2016,2015-12-31,"Oklahoma City","Phoenix"
"Mon, Apr 11, 2016","7:30 pm","Washington Wizards","120","Brooklyn Nets","111",2016,2016-04-11,"Brooklyn","Washington"
"Thu, Mar 24, 2016","7:30 pm","Chicago Bulls","94","New York Knicks","106",2016,2016-03-24,"New York","Chicago"
"Sat, Feb 20, 2016","8:00 pm","New York Knicks","103","Minnesota Timberwolves","95",2016,2016-02-20,"Minneapolis","New York"
"Mon, Jan 25, 2016","8:00 pm","Miami Heat","89","Chicago Bulls","84",2016,2016-01-25,"Chicago","Miami"
"Sun, Jan 17, 2016","7:00 pm","Dallas Mavericks","83","San Antonio Spurs","112",2016,2016-01-17,"San Antonio","Dallas"
"Wed, Mar 23, 2016","7:30 pm","Toronto Raptors","79","Boston Celtics","91",2016,2016-03-23,"Boston","Toronto"
"Wed, Dec 2, 2015","7:30 pm","Phoenix Suns","122","Detroit Pistons","127",2016,2015-12-02,"Detroit","Phoenix"
"Fri, Jan 8, 2016","10:30 pm","Oklahoma City Thunder","117","Los Angeles Lakers","113",2016,2016-01-08,"Los Angeles","Oklahoma City"
"Wed, Apr 13, 2016","8:00 pm","Toronto Raptors","103","Brooklyn Nets","96",2016,2016-04-13,"Brooklyn","Toronto"
"Sat, Jan 16, 2016","7:30 pm","Golden State Warriors","95","Detroit Pistons","113",2016,2016-01-16,"Detroit","Golden State"
"Sun, Apr 3, 2016","3:30 pm","Oklahoma City Thunder","110","Houston Rockets","118",2016,2016-04-03,"Houston","Oklahoma City"
"Sun, Nov 8, 2015","9:00 pm","Detroit Pistons","120","Portland Trail Blazers","103",2016,2015-11-08,"Portland","Detroit"
"Fri, Apr 8, 2016","9:00 pm","Los Angeles Clippers","102","Utah Jazz","99",2016,2016-04-08,"Salt Lake City","Los Angeles"
"Fri, Nov 20, 2015","7:00 pm","Philadelphia 76ers","88","Charlotte Hornets","113",2016,2015-11-20,"Charlotte","Philadelphia"
"Fri, Nov 6, 2015","10:30 pm","Denver Nuggets","104","Golden State Warriors","119",2016,2015-11-06,"San Francisco","Denver"
"Sun, Nov 29, 2015","9:30 pm","Indiana Pacers","107","Los Angeles Lakers","103",2016,2015-11-29,"Los Angeles","Indiana"
"Fri, Dec 18, 2015","9:00 pm","Denver Nuggets","88","Utah Jazz","97",2016,2015-12-18,"Salt Lake City","Denver"
"Sun, Nov 15, 2015","9:00 pm","Toronto Raptors","101","Sacramento Kings","107",2016,2015-11-15,"Sacramento","Toronto"
